GameDate,Home_Abbr,Vis_Abbr,HomeTeamId,VisitorTeamId,Result,Lawler Law,100 Pts,HomeTeamScore,VisitorTeamScore,WinningTeamId,LawlerTeamId,HomeTeamScore_Lawler,VisitorTeamScore_Lawler,LawlerTimeElapsed,Time_Elapsed pct of game
11/1/2003,CLE,POR,1610612757,1610612739,0,1,1,104,85,1610612757,1610612757,100,77,2659,0.923263889
11/1/2003,CHI,MIL,1610612749,1610612741,2,0,0,98,68,1610612749,0,0,0,0,0
11/1/2003,PHI,GSW,1610612744,1610612755,0,1,1,104,90,1610612744,1610612744,100,88,2846,0.988194444
11/1/2003,BOS,NOH,1610612740,1610612738,2,0,0,97,90,1610612740,0,0,0,0,0
11/1/2003,DET,ORL,1610612753,1610612765,2,0,0,85,96,1610612765,0,0,0,0,0
11/2/2003,GSW,LAL,1610612747,1610612744,2,0,0,87,72,1610612747,0,0,0,0,0
11/3/2003,NOH,ATL,1610612737,1610612740,2,0,0,90,80,1610612737,0,0,0,0,0
11/3/2003,MIA,DAL,1610612742,1610612748,0,1,1,103,93,1610612742,1610612742,100,91,2806,0.974305556
11/3/2003,HOU,CHI,1610612741,1610612745,2,0,0,66,98,1610612745,0,0,0,0,0
11/3/2003,MIN,UTA,1610612762,1610612750,2,0,0,93,88,1610612762,0,0,0,0,0
11/3/2003,PHI,POR,1610612757,1610612755,2,0,0,83,94,1610612755,0,0,0,0,0
11/3/2003,NYK,ORL,1610612753,1610612752,2,0,0,68,75,1610612752,0,0,0,0,0
11/3/2003,SAS,MEM,1610612763,1610612759,2,0,0,88,80,1610612763,0,0,0,0,0
11/4/2003,MIA,SAS,1610612759,1610612748,2,0,0,80,73,1610612759,0,0,0,0,0
11/4/2003,DEN,IND,1610612754,1610612743,2,0,0,71,60,1610612754,0,0,0,0,0
11/4/2003,LAL,MIL,1610612749,1610612747,1,0,1,107,113,1610612747,1610612749,100,95,2651,0.920486111
11/4/2003,HOU,NJN,1610612751,1610612745,2,0,0,75,86,1610612745,0,0,0,0,0
11/5/2003,DAL,WAS,1610612764,1610612742,0,1,1,100,90,1610612764,1610612764,100,83,2734,0.949305556
11/5/2003,SAC,MIN,1610612750,1610612758,0,1,1,121,125,1610612758,1610612758,93,100,2418,0.839583333
11/5/2003,BOS,DET,1610612765,1610612738,2,0,0,96,88,1610612765,0,0,0,0,0
11/5/2003,MIL,NYK,1610612752,1610612749,0,1,1,90,106,1610612749,1610612749,88,100,2769,0.961458333
11/5/2003,DEN,CLE,1610612739,1610612743,2,0,0,89,93,1610612743,0,0,0,0,0
11/5/2003,PHX,UTA,1610612762,1610612756,2,0,0,91,80,1610612762,0,0,0,0,0
11/5/2003,MEM,POR,1610612757,1610612763,2,0,0,93,87,1610612757,0,0,0,0,0
11/5/2003,ATL,GSW,1610612744,1610612737,2,0,0,99,72,1610612744,0,0,0,0,0
11/5/2003,NOH,PHI,1610612755,1610612740,0,1,1,99,106,1610612740,1610612740,90,100,3089,1.072569444
11/5/2003,CHI,ORL,1610612753,1610612741,0,1,1,100,106,1610612741,1610612741,96,100,2807,0.974652778
11/6/2003,LAL,SAS,1610612759,1610612747,1,0,1,117,120,1610612747,1610612759,100,99,2753,0.955902778
11/6/2003,DAL,TOR,1610612761,1610612742,2,0,0,77,71,1610612761,0,0,0,0,0
11/6/2003,IND,NJN,1610612751,1610612754,2,0,0,81,87,1610612754,0,0,0,0,0
11/7/2003,CLE,IND,1610612754,1610612739,2,0,0,91,90,1610612754,0,0,0,0,0
11/7/2003,MEM,PHX,1610612756,1610612763,2,0,0,96,88,1610612756,0,0,0,0,0
11/7/2003,TOR,WAS,1610612764,1610612761,2,0,0,86,60,1610612764,0,0,0,0,0
11/7/2003,MIL,DET,1610612765,1610612749,0,1,1,105,99,1610612765,1610612765,100,95,2698,0.936805556
11/7/2003,SAC,NYK,1610612752,1610612758,0,1,1,114,111,1610612752,1610612752,100,95,2585,0.897569444
11/7/2003,PHI,CHI,1610612741,1610612755,0,1,1,85,106,1610612755,1610612755,75,100,2626,0.911805556
11/7/2003,NJN,BOS,1610612738,1610612751,2,0,0,87,94,1610612751,0,0,0,0,0
11/7/2003,LAC,DEN,1610612743,1610612746,0,1,1,102,104,1610612746,1610612746,96,100,3153,1.094791667
11/7/2003,UTA,GSW,1610612744,1610612762,2,0,0,95,89,1610612744,0,0,0,0,0
11/7/2003,POR,SEA,1610612760,1610612757,0,1,1,100,82,1610612760,1610612760,100,79,2805,0.973958333
11/7/2003,LAL,NOH,1610612740,1610612747,0,1,1,114,95,1610612740,1610612740,100,84,2445,0.848958333
11/7/2003,MIN,ORL,1610612753,1610612750,0,1,1,71,100,1610612750,1610612750,71,100,2873,0.997569444
11/8/2003,DAL,SAS,1610612759,1610612742,2,0,0,78,81,1610612742,0,0,0,0,0
11/8/2003,ORL,HOU,1610612745,1610612753,2,0,0,96,86,1610612745,0,0,0,0,0
11/8/2003,MIN,MIA,1610612748,1610612750,2,0,0,79,88,1610612750,0,0,0,0,0
11/8/2003,WAS,CLE,1610612739,1610612764,0,1,1,111,98,1610612739,1610612739,101,92,2779,0.964930556
11/8/2003,MEM,UTA,1610612762,1610612763,2,0,0,96,89,1610612762,0,0,0,0,0
11/8/2003,ATL,POR,1610612757,1610612737,2,0,0,90,83,1610612757,0,0,0,0,0
11/8/2003,NYK,MIL,1610612749,1610612752,2,0,0,90,87,1610612749,0,0,0,0,0
11/8/2003,CHI,NOH,1610612740,1610612741,0,1,1,106,109,1610612741,1610612741,91,100,2422,0.840972222
11/9/2003,NJN,DET,1610612765,1610612751,2,0,0,98,84,1610612765,0,0,0,0,0
11/9/2003,SAC,BOS,1610612738,1610612758,2,0,0,91,82,1610612738,0,0,0,0,0
11/9/2003,DEN,TOR,1610612761,1610612743,2,0,0,89,76,1610612761,0,0,0,0,0
11/9/2003,ATL,SEA,1610612760,1610612737,2,0,0,81,91,1610612737,0,0,0,0,0
11/9/2003,IND,PHI,1610612755,1610612754,2,0,0,74,85,1610612754,0,0,0,0,0
11/10/2003,UTA,SAS,1610612759,1610612762,2,0,0,87,78,1610612759,0,0,0,0,0
11/10/2003,NYK,CLE,1610612739,1610612752,2,0,0,94,80,1610612739,0,0,0,0,0
11/10/2003,DEN,CHI,1610612741,1610612743,0,1,1,97,105,1610612743,1610612743,97,100,2842,0.986805556
11/10/2003,PHX,GSW,1610612744,1610612756,2,0,0,96,99,1610612756,0,0,0,0,0
11/10/2003,LAL,MEM,1610612763,1610612747,0,1,1,105,95,1610612763,1610612763,100,89,2762,0.959027778
11/11/2003,ATL,LAC,1610612746,1610612737,0,1,1,115,103,1610612746,1610612746,100,93,2647,0.919097222
11/11/2003,BOS,IND,1610612754,1610612738,2,0,0,76,78,1610612738,0,0,0,0,0
11/11/2003,SEA,MIN,1610612750,1610612760,2,0,0,87,89,1610612760,0,0,0,0,0
11/11/2003,PHI,WAS,1610612764,1610612755,0,1,1,105,112,1610612755,1610612755,90,100,2618,0.909027778
11/11/2003,DET,SAC,1610612758,1610612765,2,0,0,97,91,1610612758,0,0,0,0,0
11/11/2003,MIA,HOU,1610612745,1610612748,2,0,0,90,70,1610612745,0,0,0,0,0
11/11/2003,NOH,DAL,1610612742,1610612740,0,1,1,125,97,1610612742,1610612742,100,70,2225,0.772569444
11/11/2003,TOR,POR,1610612757,1610612761,2,0,0,83,80,1610612757,0,0,0,0,0
11/12/2003,TOR,LAL,1610612747,1610612761,2,0,0,94,79,1610612747,0,0,0,0,0
11/12/2003,ATL,PHX,1610612756,1610612737,2,0,0,94,99,1610612737,0,0,0,0,0
11/12/2003,CLE,MIA,1610612748,1610612739,2,0,0,88,83,1610612748,0,0,0,0,0
11/12/2003,CHI,BOS,1610612738,1610612741,2,0,0,82,89,1610612741,0,0,0,0,0
11/12/2003,SEA,MIL,1610612749,1610612760,0,1,1,99,104,1610612760,1610612760,95,100,2795,0.970486111
11/12/2003,DET,GSW,1610612744,1610612765,2,0,0,87,85,1610612744,0,0,0,0,0
11/12/2003,UTA,NOH,1610612740,1610612762,2,0,0,96,89,1610612740,0,0,0,0,0
11/12/2003,SAS,NJN,1610612751,1610612759,2,0,0,71,85,1610612759,0,0,0,0,0
11/12/2003,MEM,ORL,1610612753,1610612763,0,1,1,97,107,1610612763,1610612763,89,100,2695,0.935763889
11/13/2003,HOU,DAL,1610612742,1610612745,2,0,0,97,86,1610612742,0,0,0,0,0
11/13/2003,MIN,CHI,1610612741,1610612750,2,0,0,89,92,1610612750,0,0,0,0,0
11/13/2003,SAC,POR,1610612757,1610612758,1,0,1,112,110,1610612757,1610612758,90,100,2556,0.8875
11/14/2003,DET,LAL,1610612747,1610612765,2,0,0,94,89,1610612747,0,0,0,0,0
11/14/2003,SEA,IND,1610612754,1610612760,0,1,1,101,78,1610612754,1610612754,101,78,2833,0.983680556
11/14/2003,UTA,MIN,1610612750,1610612762,2,0,0,77,85,1610612762,0,0,0,0,0
11/14/2003,TOR,SAC,1610612758,1610612761,2,0,0,94,64,1610612758,0,0,0,0,0
11/14/2003,WAS,MIA,1610612748,1610612764,0,1,1,105,101,1610612748,1610612748,100,99,3128,1.086111111
11/14/2003,PHX,HOU,1610612745,1610612756,2,0,0,90,85,1610612745,0,0,0,0,0
11/14/2003,CLE,BOS,1610612738,1610612739,2,0,0,91,82,1610612738,0,0,0,0,0
11/14/2003,ORL,DEN,1610612743,1610612753,0,1,1,106,101,1610612743,1610612743,100,93,2817,0.978125
11/14/2003,LAC,GSW,1610612744,1610612746,0,1,1,98,104,1610612746,1610612746,94,100,2844,0.9875
11/14/2003,SAS,PHI,1610612755,1610612759,0,1,1,100,96,1610612755,1610612755,100,96,2874,0.997916667
11/14/2003,NYK,NJN,1610612751,1610612752,2,0,0,85,80,1610612751,0,0,0,0,0
11/15/2003,ORL,LAC,1610612746,1610612753,2,0,0,95,92,1610612746,0,0,0,0,0
11/15/2003,DET,PHX,1610612756,1610612765,0,1,1,91,100,1610612765,1610612765,91,100,2861,0.993402778
11/15/2003,SAS,WAS,1610612764,1610612759,2,0,0,71,95,1610612759,0,0,0,0,0
11/15/2003,IND,NYK,1610612752,1610612754,2,0,0,94,95,1610612754,0,0,0,0,0
11/15/2003,NJN,ATL,1610612737,1610612751,0,1,1,85,100,1610612751,1610612751,85,100,2857,0.992013889
11/15/2003,SEA,CHI,1610612741,1610612760,2,0,0,90,98,1610612760,0,0,0,0,0
11/15/2003,PHI,CLE,1610612739,1610612755,2,0,0,91,88,1610612739,0,0,0,0,0
11/15/2003,UTA,MIL,1610612749,1610612762,0,1,1,100,95,1610612749,1610612749,100,92,2878,0.999305556
11/15/2003,POR,NOH,1610612740,1610612757,0,1,1,101,79,1610612740,1610612740,101,78,2855,0.991319444
11/15/2003,DAL,MEM,1610612763,1610612742,0,1,1,108,101,1610612763,1610612763,102,95,2977,1.033680556
11/16/2003,MIA,LAL,1610612747,1610612748,2,0,0,99,77,1610612747,0,0,0,0,0
11/16/2003,GSW,SAC,1610612758,1610612744,0,1,1,106,104,1610612758,1610612758,101,94,2702,0.938194444
11/16/2003,HOU,TOR,1610612761,1610612745,0,1,1,101,97,1610612761,1610612761,100,95,3466,1.203472222
11/17/2003,BOS,NYK,1610612752,1610612738,2,0,0,89,86,1610612752,0,0,0,0,0
11/17/2003,WAS,ATL,1610612737,1610612764,0,1,1,97,106,1610612764,1610612764,90,100,2839,0.985763889
11/17/2003,POR,DAL,1610612742,1610612757,0,1,1,105,98,1610612742,1610612742,100,92,2757,0.957291667
11/17/2003,ORL,UTA,1610612762,1610612753,2,0,0,90,88,1610612762,0,0,0,0,0
11/17/2003,HOU,PHI,1610612755,1610612745,2,0,0,66,74,1610612745,0,0,0,0,0
11/18/2003,GSW,SAS,1610612759,1610612744,2,0,0,94,81,1610612759,0,0,0,0,0
11/18/2003,CHI,PHX,1610612756,1610612741,2,0,0,95,82,1610612756,0,0,0,0,0
11/18/2003,DEN,MIN,1610612750,1610612743,2,0,0,89,76,1610612750,0,0,0,0,0
11/18/2003,LAL,DET,1610612765,1610612747,0,1,1,106,96,1610612765,1610612765,100,90,2786,0.967361111
11/18/2003,LAC,CLE,1610612739,1610612746,0,1,1,103,95,1610612739,1610612739,100,90,2857,0.992013889
11/18/2003,ATL,MIL,1610612749,1610612737,0,1,1,93,101,1610612737,1610612737,87,100,2763,0.959375
11/18/2003,MIA,SEA,1610612760,1610612748,0,1,1,98,105,1610612748,1610612748,94,100,2781,0.965625
11/18/2003,NOH,NJN,1610612751,1610612740,2,0,0,85,88,1610612740,0,0,0,0,0
11/19/2003,LAC,IND,1610612754,1610612746,2,0,0,91,78,1610612754,0,0,0,0,0
11/19/2003,CLE,WAS,1610612764,1610612739,0,1,1,106,95,1610612764,1610612764,100,89,2736,0.95
11/19/2003,LAL,NYK,1610612752,1610612747,2,0,0,83,104,1610612747,0,0,0,0,0
11/19/2003,GSW,HOU,1610612745,1610612744,2,0,0,85,83,1610612745,0,0,0,0,0
11/19/2003,NOH,BOS,1610612738,1610612740,2,0,0,73,81,1610612740,0,0,0,0,0
11/19/2003,MIL,DEN,1610612743,1610612749,2,0,0,94,86,1610612743,0,0,0,0,0
11/19/2003,SAC,UTA,1610612762,1610612758,0,1,1,110,118,1610612758,1610612758,92,100,2425,0.842013889
11/19/2003,PHI,TOR,1610612761,1610612755,2,0,0,75,81,1610612755,0,0,0,0,0
11/19/2003,MIA,POR,1610612757,1610612748,2,0,0,94,93,1610612757,0,0,0,0,0
11/19/2003,DET,MEM,1610612763,1610612765,2,0,0,92,99,1610612765,0,0,0,0,0
11/20/2003,ORL,PHX,1610612756,1610612753,2,0,0,96,89,1610612756,0,0,0,0,0
11/20/2003,SAS,DAL,1610612742,1610612759,2,0,0,95,92,1610612742,0,0,0,0,0
11/21/2003,CHI,LAL,1610612747,1610612741,0,1,1,101,94,1610612747,1610612747,100,92,2854,0.990972222
11/21/2003,ATL,SAS,1610612759,1610612737,0,1,1,114,75,1610612759,1610612759,100,63,2323,0.806597222
11/21/2003,NYK,DET,1610612765,1610612752,2,0,0,94,85,1610612765,0,0,0,0,0
11/21/2003,ORL,SAC,1610612758,1610612753,0,1,1,122,92,1610612758,1610612758,101,76,2306,0.800694444
11/21/2003,MIN,CLE,1610612739,1610612750,2,0,0,83,97,1610612750,0,0,0,0,0
11/21/2003,WAS,DEN,1610612743,1610612764,0,1,1,108,87,1610612743,1610612743,100,84,2698,0.936805556
11/21/2003,MIL,UTA,1610612762,1610612749,2,0,0,99,90,1610612762,0,0,0,0,0
11/21/2003,HOU,POR,1610612757,1610612745,2,0,0,85,78,1610612757,0,0,0,0,0
11/21/2003,MIA,GSW,1610612744,1610612748,0,1,1,101,91,1610612744,1610612744,100,91,2836,0.984722222
11/21/2003,MEM,SEA,1610612760,1610612763,2,0,0,97,98,1610612763,0,0,0,0,0
11/21/2003,IND,NOH,1610612740,1610612754,2,0,0,75,76,1610612754,0,0,0,0,0
11/21/2003,BOS,PHI,1610612755,1610612738,2,0,0,87,85,1610612755,0,0,0,0,0
11/22/2003,MIA,PHX,1610612756,1610612748,0,1,1,100,98,1610612756,1610612756,100,97,2862,0.99375
11/22/2003,LAC,MIN,1610612750,1610612746,0,1,1,103,91,1610612750,1610612750,101,81,2644,0.918055556
11/22/2003,PHI,NYK,1610612752,1610612755,2,0,0,99,88,1610612752,0,0,0,0,0
11/22/2003,CLE,ATL,1610612737,1610612739,2,0,0,92,83,1610612737,0,0,0,0,0
11/22/2003,DEN,DAL,1610612742,1610612743,0,1,1,115,101,1610612742,1610612742,101,90,2505,0.869791667
11/22/2003,TOR,NJN,1610612751,1610612761,2,0,0,80,81,1610612761,0,0,0,0,0
11/23/2003,MEM,LAL,1610612747,1610612763,0,1,1,121,89,1610612747,1610612747,101,73,2379,0.826041667
11/23/2003,NOH,DET,1610612765,1610612740,2,0,0,80,81,1610612740,0,0,0,0,0
11/23/2003,CHI,SAC,1610612758,1610612741,0,1,1,110,99,1610612758,1610612758,101,84,2559,0.888541667
11/23/2003,MIL,TOR,1610612761,1610612749,2,0,0,62,82,1610612749,0,0,0,0,0
11/23/2003,POR,GSW,1610612744,1610612757,2,0,0,78,72,1610612744,0,0,0,0,0
11/23/2003,WAS,SEA,1610612760,1610612764,2,0,0,88,85,1610612760,0,0,0,0,0
11/24/2003,HOU,LAC,1610612746,1610612745,0,1,1,90,105,1610612745,1610612745,85,100,2632,0.913888889
11/24/2003,DET,ATL,1610612737,1610612765,2,0,0,89,94,1610612765,0,0,0,0,0
11/24/2003,NYK,BOS,1610612738,1610612752,2,0,0,88,94,1610612752,0,0,0,0,0
11/24/2003,IND,ORL,1610612753,1610612754,2,0,0,78,89,1610612754,0,0,0,0,0
11/25/2003,MIN,IND,1610612754,1610612750,2,0,0,98,75,1610612754,0,0,0,0,0
11/25/2003,MEM,SAC,1610612758,1610612763,0,1,1,109,89,1610612758,1610612758,100,79,2493,0.865625
11/25/2003,NOH,MIA,1610612748,1610612740,2,0,0,91,87,1610612748,0,0,0,0,0
11/25/2003,CHI,DAL,1610612742,1610612741,0,1,1,124,98,1610612742,1610612742,100,72,2081,0.722569444
11/25/2003,PHX,DEN,1610612743,1610612756,0,1,1,110,80,1610612743,1610612743,101,76,2670,0.927083333
11/25/2003,WAS,POR,1610612757,1610612764,2,0,0,80,81,1610612764,0,0,0,0,0
11/25/2003,PHI,MIL,1610612749,1610612755,2,0,0,95,91,1610612749,0,0,0,0,0
11/25/2003,NJN,SEA,1610612760,1610612751,2,0,0,70,93,1610612751,0,0,0,0,0
11/26/2003,WAS,LAL,1610612747,1610612764,0,1,1,120,99,1610612747,1610612747,100,80,2436,0.845833333
11/26/2003,CHI,SAS,1610612759,1610612741,0,1,1,109,98,1610612759,1610612759,100,89,2771,0.962152778
11/26/2003,DAL,PHX,1610612756,1610612742,2,0,0,121,90,1610612756,0,0,0,0,0
11/26/2003,NYK,MIN,1610612750,1610612752,2,0,0,92,97,1610612752,0,0,0,0,0
11/26/2003,TOR,ATL,1610612737,1610612761,2,0,0,97,99,1610612761,0,0,0,0,0
11/26/2003,HOU,UTA,1610612762,1610612745,2,0,0,83,76,1610612762,0,0,0,0,0
11/26/2003,CLE,NOH,1610612740,1610612739,2,0,0,82,72,1610612740,0,0,0,0,0
11/26/2003,DET,PHI,1610612755,1610612765,2,0,0,90,86,1610612755,0,0,0,0,0
11/26/2003,BOS,ORL,1610612753,1610612738,2,0,0,92,94,1610612738,0,0,0,0,0
11/27/2003,NJN,LAC,1610612746,1610612751,0,1,1,96,102,1610612751,1610612751,91,100,2862,0.99375
11/27/2003,NYK,IND,1610612754,1610612752,2,0,0,93,70,1610612754,0,0,0,0,0
11/28/2003,SAS,LAL,1610612747,1610612759,2,0,0,103,87,1610612747,0,0,0,0,0
11/28/2003,PHI,IND,1610612754,1610612755,2,0,0,90,77,1610612754,0,0,0,0,0
11/28/2003,GSW,PHX,1610612756,1610612744,2,0,0,83,92,1610612744,0,0,0,0,0
11/28/2003,CLE,DET,1610612765,1610612739,2,0,0,92,88,1610612765,0,0,0,0,0
11/28/2003,MIA,ATL,1610612737,1610612748,2,0,0,95,83,1610612737,0,0,0,0,0
11/28/2003,HOU,SAC,1610612758,1610612745,0,1,1,103,74,1610612758,1610612758,101,70,2802,0.972916667
11/28/2003,MIL,BOS,1610612738,1610612749,0,1,1,106,96,1610612738,1610612738,101,92,2770,0.961805556
11/28/2003,SEA,UTA,1610612762,1610612760,2,0,0,98,81,1610612762,0,0,0,0,0
11/28/2003,DAL,DEN,1610612743,1610612742,2,0,0,113,103,1610612743,0,0,0,0,0
11/28/2003,NJN,POR,1610612757,1610612751,2,0,0,97,93,1610612757,0,0,0,0,0
11/28/2003,TOR,ORL,1610612753,1610612761,2,0,0,86,87,1610612761,0,0,0,0,0
11/28/2003,MIN,MEM,1610612763,1610612750,0,1,1,98,102,1610612750,1610612750,93,100,2864,0.994444444
11/29/2003,DEN,LAC,1610612746,1610612743,2,0,0,86,98,1610612743,0,0,0,0,0
11/29/2003,DET,WAS,1610612764,1610612765,2,0,0,69,80,1610612765,0,0,0,0,0
11/29/2003,NOH,NYK,1610612752,1610612740,2,0,0,79,74,1610612752,0,0,0,0,0
11/29/2003,TOR,MIA,1610612748,1610612761,2,0,0,78,66,1610612748,0,0,0,0,0
11/29/2003,MIN,DAL,1610612742,1610612750,2,0,0,92,88,1610612742,0,0,0,0,0
11/29/2003,MEM,CLE,1610612739,1610612763,0,1,1,115,122,1610612763,1610612763,99,101,2897,1.005902778
11/29/2003,BOS,MIL,1610612749,1610612738,0,1,1,100,94,1610612749,1610612749,100,94,2876,0.998611111
11/29/2003,SAS,GSW,1610612744,1610612759,2,0,0,91,89,1610612744,0,0,0,0,0
11/29/2003,HOU,SEA,1610612760,1610612745,2,0,0,95,88,1610612760,0,0,0,0,0
11/29/2003,ATL,PHI,1610612755,1610612737,2,0,0,98,86,1610612755,0,0,0,0,0
11/30/2003,IND,LAL,1610612747,1610612754,2,0,0,99,77,1610612747,0,0,0,0,0
11/30/2003,NJN,SAC,1610612758,1610612751,0,1,1,105,92,1610612758,1610612758,100,85,2762,0.959027778
12/1/2003,SAS,LAC,1610612746,1610612759,2,0,0,91,83,1610612746,0,0,0,0,0
12/1/2003,IND,PHX,1610612756,1610612754,2,0,0,82,89,1610612754,0,0,0,0,0
12/1/2003,DET,NYK,1610612752,1610612765,2,0,0,78,79,1610612765,0,0,0,0,0
12/1/2003,MIL,CHI,1610612741,1610612749,2,0,0,97,87,1610612741,0,0,0,0,0
12/1/2003,MEM,BOS,1610612738,1610612763,2,0,0,89,96,1610612763,0,0,0,0,0
12/1/2003,NJN,UTA,1610612762,1610612751,2,0,0,91,84,1610612762,0,0,0,0,0
12/2/2003,MIL,ATL,1610612737,1610612749,0,1,1,94,106,1610612749,1610612749,90,101,2787,0.967708333
12/2/2003,WAS,DAL,1610612742,1610612764,2,0,0,97,72,1610612742,0,0,0,0,0
12/2/2003,CLE,DEN,1610612743,1610612739,0,1,1,115,103,1610612743,1610612743,100,90,2520,0.875
12/2/2003,NOH,ORL,1610612753,1610612740,0,1,1,91,100,1610612740,1610612740,91,100,2877,0.998958333
12/2/2003,TOR,PHI,1610612755,1610612761,2,0,0,88,95,1610612761,0,0,0,0,0
12/3/2003,CLE,LAC,1610612746,1610612739,2,0,0,90,80,1610612746,0,0,0,0,0
12/3/2003,LAL,SAS,1610612759,1610612747,2,0,0,86,90,1610612747,0,0,0,0,0
12/3/2003,MIN,PHX,1610612756,1610612750,2,0,0,79,92,1610612750,0,0,0,0,0
12/3/2003,MIA,DET,1610612765,1610612748,2,0,0,87,73,1610612765,0,0,0,0,0
12/3/2003,UTA,HOU,1610612745,1610612762,0,1,1,107,101,1610612745,1610612745,100,96,2988,1.0375
12/3/2003,IND,POR,1610612757,1610612754,2,0,0,97,95,1610612757,0,0,0,0,0
12/3/2003,BOS,TOR,1610612761,1610612738,0,1,1,105,95,1610612761,1610612761,100,83,2660,0.923611111
12/3/2003,DEN,GSW,1610612744,1610612743,1,0,1,109,117,1610612743,1610612744,100,99,2551,0.885763889
12/3/2003,ORL,NOH,1610612740,1610612753,0,1,1,106,91,1610612740,1610612740,100,89,2822,0.979861111
12/3/2003,NYK,SEA,1610612760,1610612752,2,0,0,95,87,1610612760,0,0,0,0,0
12/3/2003,MEM,NJN,1610612751,1610612763,2,0,0,93,96,1610612763,0,0,0,0,0
12/4/2003,LAL,DAL,1610612742,1610612747,0,1,1,103,114,1610612747,1610612747,86,102,2669,0.926736111
12/4/2003,CHI,PHI,1610612755,1610612741,2,0,0,83,82,1610612755,0,0,0,0,0
12/5/2003,MIN,SAC,1610612758,1610612750,1,0,1,109,112,1610612750,1610612758,100,96,2822,0.979861111
12/5/2003,PHI,MIA,1610612748,1610612755,2,0,0,90,93,1610612755,0,0,0,0,0
